Elspot Prices in DKK/MWh;;;;;;;;;;;;;;;;;;
Data was last updated 24-04-2017;;;;;;;;;;;;;;;;;;
;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
01/12/2015;177,77;172,27;172,27;178,87;178,87;250,99;176,70;178,87;178,88;176,46;176,46;173,09;173,09;167,03;250,99;312,17;312,17;
02/12/2015;188,86;201,41;201,41;201,41;201,41;298,95;178,98;201,41;181,91;178,98;178,98;201,41;201,41;168,17;298,95;340,16;340,16;
03/12/2015;183,48;173,69;173,69;192,63;192,63;248,29;190,93;192,63;192,63;190,93;190,93;173,69;173,69;161,12;248,29;330,27;330,27;
04/12/2015;154,44;153,12;153,12;153,12;153,12;220,93;153,12;153,12;153,12;153,12;153,12;154,91;154,91;151,73;220,93;306,30;306,30;
05/12/2015;119,81;113,61;113,61;113,61;113,61;113,61;113,61;113,61;113,61;113,61;113,61;138,08;138,08;138,08;113,61;252,08;252,08;
06/12/2015;95,31;84,70;84,70;84,70;84,70;84,70;84,24;84,70;84,70;84,70;84,70;139,08;139,08;139,08;84,70;202,07;202,07;
07/12/2015;157,70;146,76;146,76;174,61;182,34;212,47;174,61;182,34;173,42;173,42;173,42;153,88;153,88;146,40;212,47;315,66;315,66;
08/12/2015;163,07;175,02;175,02;175,02;175,02;233,44;159,32;175,02;159,32;159,32;159,32;175,61;175,61;146,61;233,44;327,06;327,06;
09/12/2015;146,81;144,19;144,19;144,19;144,19;230,10;144,19;144,19;144,19;144,19;144,19;150,35;150,35;144,73;230,10;319,52;319,52;
10/12/2015;138,90;134,61;134,61;134,61;134,61;217,52;134,61;134,61;134,61;134,61;134,61;145,15;145,15;143,81;217,52;313,81;313,81;
11/12/2015;149,77;147,03;147,03;147,03;147,03;274,79;147,03;147,03;147,03;147,03;147,03;149,62;149,62;144,92;274,79;291,12;291,12;
12/12/2015;147,62;146,85;146,85;146,85;146,85;201,23;146,80;146,85;146,85;146,85;146,85;148,64;148,64;147,83;201,23;248,10;248,10;
13/12/2015;163,79;166,04;166,04;176,08;176,08;191,85;173,51;176,08;159,16;159,16;159,16;166,04;166,04;151,28;191,85;287,35;287,35;
14/12/2015;253,64;225,62;225,62;287,69;287,69;302,06;286,67;287,69;218,76;208,72;185,41;203,90;203,90;155,21;302,06;328,52;329,00;
15/12/2015;207,49;165,20;165,20;281,75;282,08;287,73;281,75;282,08;160,46;160,46;160,46;163,68;163,68;147,10;287,73;333,36;333,36;
16/12/2015;225,03;207,97;207,97;260,02;260,02;271,05;253,30;260,02;164,64;164,64;164,64;204,17;204,17;147,82;271,05;335,58;335,58;
17/12/2015;199,12;206,61;206,61;217,23;217,23;262,01;214,41;217,23;153,74;153,74;153,74;206,26;206,26;137,19;262,01;327,14;327,14;
18/12/2015;138,09;135,70;135,70;135,70;135,70;222,61;135,70;135,70;135,70;135,70;135,70;135,70;135,70;132,48;222,61;328,86;328,86;
19/12/2015;115,88;115,78;115,78;115,78;115,78;129,36;113,12;115,78;115,60;115,60;115,60;115,78;115,78;115,78;129,36;296,19;296,19;
20/12/2015;95,62;95,61;95,61;95,61;95,61;95,61;95,61;95,61;95,61;95,61;95,61;95,79;95,79;95,79;95,61;276,89;276,89;
21/12/2015;100,41;98,82;98,82;98,82;98,82;162,31;97,07;98,82;98,82;98,82;98,82;105,83;105,83;105,83;164,65;308,77;308,77;
22/12/2015;96,50;97,68;97,68;97,68;97,68;152,48;79,67;85,58;97,68;97,68;97,68;97,68;97,68;97,68;163,96;255,23;255,23;
23/12/2015;88,71;88,70;88,70;88,70;88,70;126,16;85,36;86,01;88,70;88,01;88,70;88,70;88,70;88,70;126,16;252,12;252,12;
24/12/2015;78,44;81,60;81,60;81,60;81,60;81,60;72,68;80,63;76,94;74,91;76,94;81,60;81,60;81,60;94,07;214,84;214,84;
25/12/2015;65,22;66,61;66,61;66,61;66,61;66,61;61,65;64,62;66,59;65,13;66,59;67,08;67,08;67,29;66,61;177,85;177,85;
26/12/2015;89,34;90,49;90,49;90,49;90,49;90,49;82,62;90,49;87,34;83,67;87,34;90,49;90,49;90,49;90,49;189,65;189,65;
27/12/2015;103,21;109,96;109,96;109,96;109,96;140,22;74,98;109,96;102,38;88,83;102,38;109,96;109,96;109,96;151,68;230,65;230,65;
28/12/2015;158,14;140,70;140,70;140,70;147,95;297,19;132,14;147,95;134,67;131,04;134,53;134,22;134,22;134,22;297,19;306,46;306,46;
29/12/2015;122,70;121,01;121,01;121,01;121,01;251,13;111,29;121,01;120,80;111,29;120,80;121,01;121,01;121,01;251,13;313,88;313,88;
30/12/2015;119,46;116,88;116,88;116,88;116,88;237,15;116,82;116,88;116,88;116,82;116,88;116,88;116,88;116,88;237,15;291,13;291,13;
31/12/2015;115,46;114,05;114,05;114,05;114,05;187,73;102,05;114,05;114,05;114,05;114,05;114,05;114,05;114,05;187,73;254,75;254,75;
